feature,sample_class,sample_class_label,sample_count,min_value,max_value,non_event_count,non_event_rate,event_count,event_rate,distbn_non_event,distbn_event,woe,iv,iv_sum,remarks
min,"(-0.001, 25.0]",0.0,1147,0.0,25.0,925,0.8064516129032258,222,0.1935483870967742,0.16910420475319926,0.08774703557312254,0.6560570419456847,0.05337494375335576,0.17305842831241816,binned monotonically
min,"(25.0, 99.0]",1.0,1140,26.0,99.0,903,0.7921052631578948,237,0.20789473684210527,0.16508226691042047,0.09367588932806324,0.5666030985873932,0.040459074797064974,0.17305842831241816,binned monotonically
min,"(99.0, 234.0]",2.0,1149,100.0,234.0,860,0.7484769364664926,289,0.2515230635335074,0.15722120658135283,0.11422924901185771,0.31944638744066023,0.013733625534577363,0.17305842831241816,binned monotonically
min,"(234.0, 351.0]",3.0,1136,235.0,351.0,707,0.6223591549295775,429,0.37764084507042256,0.12925045703839122,0.16956521739130434,-0.2714855667259051,0.01094487556182967,0.17305842831241816,binned monotonically
min,"(351.0, 496.0]",4.0,1148,352.0,496.0,714,0.6219512195121951,434,0.3780487804878049,0.13053016453382085,0.1715415019762846,-0.2732208854552814,0.011205153929735279,0.17305842831241816,binned monotonically
min,"(496.0, 767.286]",5.0,1137,497.0,767.0,682,0.5998240985048373,455,0.4001759014951627,0.1246800731261426,0.17984189723320157,-0.3663270748019492,0.020207269665878557,0.17305842831241816,binned monotonically
min,"(767.286, 8324.0]",6.0,1143,768.0,8324.0,679,0.5940507436570428,464,0.40594925634295714,0.12413162705667276,0.183399209486166,-0.39032273836202014,0.023133485069976555,0.17305842831241816,binned monotonically
min,Missing,,0,,,0,,0,,0.0,0.0,,,0.17305842831241816,binned monotonically
max,"(0.999, 540.333]",0.0,2667,1.0,540.0,2133,0.7997750281214848,534,0.20022497187851518,0.389945155393053,0.21106719367588933,0.6138295658166947,0.10980058157502193,0.16238040451281313,binned monotonically
max,"(540.333, 1544.0]",1.0,2668,541.0,1544.0,1730,0.6484257871064467,938,0.35157421289355323,0.3162705667276051,0.3707509881422925,-0.15893257520886112,0.008658713673900252,0.16238040451281313,binned monotonically
max,"(1544.0, 25860.0]",2.0,2665,1545.0,25860.0,1607,0.6030018761726079,1058,0.39699812382739214,0.29378427787934186,0.41818181818181815,-0.35307056037519297,0.04392110926389096,0.16238040451281313,binned monotonically
max,Missing,,0,,,0,,0,,0.0,0.0,,,0.16238040451281313,binned monotonically
mean,"(0.999, 332.704]",0.0,2667,1.0,332.55555555555554,2136,0.8008998875140607,531,0.19910011248593926,0.3904936014625229,0.2098814229249012,0.6208688651436857,0.11213647831978192,0.1669014672330122,binned monotonically
mean,"(332.704, 944.767]",1.0,2666,333.0,944.7,1733,0.6500375093773443,933,0.34996249062265566,0.316819012797075,0.36877470355731223,-0.15185522482619862,0.00788974310139628,0.1669014672330122,binned monotonically
mean,"(944.767, 12519.364]",2.0,2667,944.8,12519.363636363636,1601,0.600299962504687,1066,0.3997000374953131,0.2926873857404022,0.42134387351778657,-0.3643442054235361,0.04687524581183399,0.1669014672330122,binned monotonically
mean,Missing,,0,,,0,,0,,0.0,0.0,,,0.1669014672330122,binned monotonically
std,"(-0.001, 115.886]",0.0,2640,0.0,115.84616235911025,2098,0.7946969696969697,542,0.2053030303030303,0.38354661791590494,0.21422924901185772,0.5824144738221353,0.09861288631919904,0.14848646382123545,binned monotonically
std,"(115.886, 353.025]",1.0,2639,115.96551211459379,352.9896878054226,1727,0.6544145509662751,912,0.3455854490337249,0.31572212065813526,0.36047430830039523,-0.13255822562211375,0.005932270586565868,0.14848646382123545,binned monotonically
std,"(353.025, 5327.011]",2.0,2640,353.04308261431515,5327.011005671516,1591,0.6026515151515152,1049,0.39734848484848484,0.29085923217550275,0.41462450592885375,-0.3545338937529713,0.04387898441517795,0.14848646382123545,binned monotonically
std,Missing,,81,,,54,0.6666666666666667,27,0.3333333333333333,0.009872029250457038,0.010671936758893281,-0.07791213313451584,6.232250029258346e-05,0.14848646382123545,binned monotonically
median,"(0.999, 323.0]",0.0,2670,1.0,323.0,2141,0.8018726591760299,529,0.19812734082397004,0.3914076782449726,0.20909090909090908,0.6269805430369225,0.11430906692895199,0.17001537450772597,binned monotonically
median,"(323.0, 916.0]",1.0,2665,324.0,916.0,1731,0.6495309568480301,934,0.35046904315197,0.31645338208409507,0.3691699604743083,-0.15408119674709425,0.00812263348677606,0.17001537450772597,binned monotonically
median,"(916.0, 11404.0]",2.0,2665,916.5,11404.0,1598,0.599624765478424,1067,0.400375234521576,0.29213893967093235,0.4217391304347826,-0.36715743866999434,0.04758367409199792,0.17001537450772597,binned monotonically
median,Missing,,0,,,0,,0,,0.0,0.0,,,0.17001537450772597,binned monotonically
min_l3,"(-0.001, 64.0]",0.0,1604,0.0,64.0,1287,0.8023690773067331,317,0.19763092269326682,0.2352833638025594,0.12529644268774703,0.6301081200243851,0.06930365209092477,0.1700749776148865,binned monotonically
min_l3,"(64.0, 293.0]",1.0,1601,65.0,293.0,1231,0.768894440974391,370,0.231105559025609,0.22504570383912248,0.14624505928853754,0.43101980685172236,0.03396463859398435,0.1700749776148865,binned monotonically
min_l3,"(293.0, 533.0]",2.0,1600,294.0,533.0,1052,0.6575,548,0.3425,0.1923217550274223,0.216600790513834,-0.1188862073448213,0.002886442446969815,0.1700749776148865,binned monotonically
min_l3,"(533.0, 906.0]",3.0,1596,534.0,906.0,956,0.5989974937343359,640,0.40100250626566414,0.17477148080438756,0.25296442687747034,-0.36976957699677715,0.028913372593575626,0.1700749776148865,binned monotonically
min_l3,"(906.0, 12097.0]",4.0,1599,907.0,12097.0,944,0.5903689806128831,655,0.40963101938711693,0.17257769652650823,0.25889328063241107,-0.40556838318421223,0.035006871889431905,0.1700749776148865,binned monotonically
min_l3,Missing,,0,,,0,,0,,0.0,0.0,,,0.1700749776148865,binned monotonically
max_l3,"(0.999, 423.0]",0.0,2668,1.0,423.0,2134,0.7998500749625188,534,0.20014992503748125,0.390127970749543,0.21106719367588933,0.6142982792070429,0.10999672722982136,0.16730518718760878,binned monotonically
max_l3,"(423.0, 1244.0]",1.0,2666,424.0,1244.0,1747,0.6552888222055514,919,0.3447111777944486,0.3193784277879342,0.3632411067193676,-0.12869012591609155,0.005644693674703263,0.16730518718760878,binned monotonically
max_l3,"(1244.0, 17892.0]",2.0,2666,1246.0,17892.0,1589,0.5960240060015003,1077,0.40397599399849965,0.29049360146252284,0.42569169960474307,-0.38213382431413356,0.05166376628308417,0.16730518718760878,binned monotonically
max_l3,Missing,,0,,,0,,0,,0.0,0.0,,,0.16730518718760878,binned monotonically
mean_l3,"(0.999, 323.333]",0.0,2668,1.0,323.3333333333333,2133,0.7994752623688156,535,0.20052473763118442,0.389945155393053,0.21146245059288538,0.6119586578808831,0.10922403648446044,0.17053758230595886,binned monotonically
mean_l3,"(323.333, 940.0]",1.0,2667,323.6666666666667,940.0,1762,0.6606674165729284,905,0.3393325834270716,0.32212065813528334,0.3577075098814229,-0.10478945089826229,0.003729126653675832,0.17053758230595886,binned monotonically
mean_l3,"(940.0, 14089.0]",2.0,2665,940.3333333333334,14089.0,1575,0.5909943714821764,1090,0.4090056285178236,0.28793418647166363,0.4308300395256917,-0.4029817376579169,0.05758441916782259,0.17053758230595886,binned monotonically
mean_l3,Missing,,0,,,0,,0,,0.0,0.0,,,0.17053758230595886,binned monotonically
std_l3,"(-0.001, 21.127]",0.0,1321,0.0,21.1266025033211,1055,0.7986373959121877,266,0.20136260408781226,0.19287020109689215,0.10513833992094862,0.6067404234340068,0.05323046659854548,0.1258214599617877,binned monotonically
std_l3,"(21.127, 76.541]",1.0,1319,21.166010488516726,76.53975002136688,1011,0.7664897649734648,308,0.23351023502653526,0.18482632541133456,0.12173913043478261,0.4175361223524359,0.026341182760601576,0.1258214599617877,binned monotonically
std_l3,"(76.541, 176.163]",2.0,1320,76.54410493303844,176.16280348965083,909,0.6886363636363637,411,0.31136363636363634,0.16617915904936015,0.1624505928853755,0.02269256598678314,8.461073371230851e-05,0.1258214599617877,binned monotonically
std_l3,"(176.163, 305.113]",3.0,1319,176.32451143653662,305.0786783765788,828,0.6277482941622441,491,0.37225170583775585,0.15137111517367458,0.19407114624505928,-0.24849028710372192,0.010610542980266232,0.1258214599617877,binned monotonically
std_l3,"(305.113, 528.026]",4.0,1320,305.1300269284118,528.0078913551703,807,0.6113636363636363,513,0.3886363636363636,0.14753199268738573,0.20276679841897233,-0.3180114905952817,0.017565302903442662,0.1258214599617877,binned monotonically
std_l3,"(528.026, 4027.444]",5.0,1320,528.0628119204507,4027.4443509501157,806,0.6106060606060606,514,0.3893939393939394,0.1473491773308958,0.20316205533596837,-0.3211988366429977,0.017927031484926862,0.1258214599617877,binned monotonically
std_l3,Missing,,81,,,54,0.6666666666666667,27,0.3333333333333333,0.009872029250457038,0.010671936758893281,-0.07791213313451584,6.232250029258346e-05,0.1258214599617877,binned monotonically
median_l3,"(0.999, 151.0]",0.0,2004,1.0,151.0,1600,0.7984031936127745,404,0.20159680638722555,0.29250457038391225,0.15968379446640316,0.6052847165722616,0.08039438570613736,0.17167524638302772,binned monotonically
median_l3,"(151.0, 624.0]",1.0,2001,152.0,624.0,1480,0.7396301849075462,521,0.26036981509245377,0.27056672760511885,0.20592885375494072,0.2729880113103329,0.017645364637688298,0.17167524638302772,binned monotonically
median_l3,"(624.0, 1123.25]",2.0,1995,625.0,1123.0,1195,0.5989974937343359,800,0.40100250626566414,0.21846435100548445,0.31620553359683795,-0.3697695769967773,0.03614171574196956,0.17167524638302772,binned monotonically
median_l3,"(1123.25, 12278.0]",3.0,2000,1124.0,12278.0,1195,0.5974999999999999,805,0.4025,0.21846435100548445,0.3181818181818182,-0.37600012674741334,0.037493780297232514,0.17167524638302772,binned monotonically
median_l3,Missing,,0,,,0,,0,,0.0,0.0,,,0.17167524638302772,binned monotonically
min_l6,"(-0.001, 39.0]",0.0,1348,0.0,39.0,1083,0.8034124629080119,265,0.19658753709198812,0.1979890310786106,0.10474308300395258,0.6367011073203074,0.05936979839226665,0.1599851890796095,binned monotonically
min_l6,"(39.0, 163.0]",1.0,1327,40.0,163.0,1046,0.7882441597588545,281,0.21175584024114544,0.19122486288848264,0.11106719367588933,0.5433146615966615,0.04355083692261728,0.1599851890796095,binned monotonically
min_l6,"(163.0, 336.0]",2.0,1332,164.0,336.0,905,0.6794294294294294,427,0.3205705705705706,0.16544789762340037,0.16877470355731225,-0.01990838322315932,6.623132744139816e-05,0.1599851890796095,binned monotonically
min_l6,"(336.0, 510.0]",3.0,1327,337.0,510.0,832,0.6269781461944235,495,0.3730218538055765,0.15210237659963438,0.1956521739130435,-0.2517846354419427,0.010965169840127206,0.1599851890796095,binned monotonically
min_l6,"(510.0, 819.833]",4.0,1332,511.0,819.0,815,0.6118618618618619,517,0.38813813813813813,0.1489945155393053,0.20434782608695654,-0.31591407496202756,0.017486889897747087,0.1599851890796095,binned monotonically
min_l6,"(819.833, 10824.0]",5.0,1334,820.0,10824.0,789,0.5914542728635682,545,0.4085457271364318,0.14424131627056672,0.21541501976284586,-0.40107878751183096,0.028546262699409887,0.1599851890796095,binned monotonically
min_l6,Missing,,0,,,0,,0,,0.0,0.0,,,0.1599851890796095,binned monotonically
max_l6,"(0.999, 498.0]",0.0,2667,1.0,497.0,2136,0.8008998875140607,531,0.19910011248593926,0.3904936014625229,0.2098814229249012,0.6208688651436857,0.11213647831978192,0.16666505286065134,binned monotonically
max_l6,"(498.0, 1425.667]",1.0,2666,500.0,1425.0,1732,0.649662415603901,934,0.350337584396099,0.316636197440585,0.3691699604743083,-0.15350366280092306,0.008064125046392251,0.16666505286065134,binned monotonically
max_l6,"(1425.667, 17892.0]",2.0,2667,1426.0,17892.0,1602,0.6006749156355455,1065,0.39932508436445446,0.29287020109689216,0.4209486166007905,-0.3627812642096818,0.046464449494477165,0.16666505286065134,binned monotonically
max_l6,Missing,,0,,,0,,0,,0.0,0.0,,,0.16666505286065134,binned monotonically
mean_l6,"(0.999, 329.778]",0.0,2667,1.0,329.6666666666667,2137,0.8012748406449194,530,0.19872515935508062,0.3906764168190128,0.20948616600790515,0.623221935078519,0.11292173872786068,0.1678020206944866,binned monotonically
mean_l6,"(329.778, 939.0]",1.0,2668,330.0,939.0,1733,0.6495502248875562,935,0.3504497751124438,0.316819012797075,0.3695652173913043,-0.1539965532675417,0.008122733705455893,0.1678020206944866,binned monotonically
mean_l6,"(939.0, 13219.833]",2.0,2665,939.1666666666666,13219.833333333334,1600,0.600375234521576,1065,0.399624765478424,0.29250457038391225,0.4209486166007905,-0.3640304836101139,0.04675754826117002,0.1678020206944866,binned monotonically
mean_l6,Missing,,0,,,0,,0,,0.0,0.0,,,0.1678020206944866,binned monotonically
std_l6,"(-0.001, 105.552]",0.0,2640,0.0,105.38959467929776,2101,0.7958333333333334,539,0.20416666666666666,0.3840950639853748,0.21304347826086956,0.5893938162415424,0.10081674688433348,0.15321822822490608,binned monotonically
std_l6,"(105.552, 340.904]",1.0,2639,105.8768152146635,340.84072526621577,1732,0.6563092080333459,907,0.34369079196665403,0.316636197440585,0.358498023715415,-0.12416967468721704,0.0051979693503584334,0.15321822822490608,binned monotonically
std_l6,"(340.904, 3848.426]",2.0,2640,340.93518445593145,3848.426102534212,1583,0.5996212121212121,1057,0.4003787878787879,0.2893967093235832,0.4177865612648221,-0.36717223968368634,0.047141189489921576,0.15321822822490608,binned monotonically
std_l6,Missing,,81,,,54,0.6666666666666667,27,0.3333333333333333,0.009872029250457038,0.010671936758893281,-0.07791213313451584,6.232250029258346e-05,0.15321822822490608,binned monotonically
median_l6,"(0.999, 323.667]",0.0,2667,1.0,323.5,2138,0.801649793775778,529,0.19835020622422198,0.3908592321755027,0.20909090909090908,0.6255783460322303,0.11371032691631215,0.16924179481751805,binned monotonically
median_l6,"(323.667, 914.0]",1.0,2668,324.0,914.0,1734,0.6499250374812593,934,0.35007496251874065,0.3170018281535649,0.3691699604743083,-0.15234959458281627,0.007947793809207964,0.16924179481751805,binned monotonically
median_l6,"(914.0, 12187.5]",2.0,2665,914.5,12187.5,1598,0.599624765478424,1067,0.400375234521576,0.29213893967093235,0.4217391304347826,-0.36715743866999434,0.04758367409199792,0.16924179481751805,binned monotonically
median_l6,Missing,,0,,,0,,0,,0.0,0.0,,,0.16924179481751805,binned monotonically
percentile_1_flag_gt,"(-0.001, 0.987]",0.0,259,0.0,0.9166666666666666,209,0.8069498069498069,50,0.19305019305019305,0.03820840950639854,0.019762845849802372,0.659251932842204,0.012160273492974934,0.012510679275076875,binned forcefully
percentile_1_flag_gt,"(0.987, 1.0]",1.0,7741,1.0,1.0,5261,0.6796279550445679,2480,0.3203720449554321,0.9617915904936014,0.9802371541501976,-0.018996751122681663,0.0003504057821019403,0.012510679275076875,binned forcefully
percentile_1_flag_gt,Missing,,0,,,0,,0,,0.0,0.0,,,0.012510679275076875,binned forcefully
percentile_1_flag_lt,"(-0.001, 0.00865]",0.0,7802,0.0,0.0,5308,0.6803383747756986,2494,0.31966162522430147,0.9703839122486289,0.9857707509881423,-0.015732044482344595,0.000242066431492688,0.011520897469019787,binned forcefully
percentile_1_flag_lt,"(0.00865, 1.0]",1.0,198,0.08333333333333333,1.0,162,0.8181818181818181,36,0.18181818181818182,0.029616087751371114,0.014229249011857707,0.7330180830818132,0.011278831037527099,0.011520897469019787,binned forcefully
percentile_1_flag_lt,Missing,,0,,,0,,0,,0.0,0.0,,,0.011520897469019787,binned forcefully
percentile_5_flag_gt,"(-0.001, 0.5]",0.0,414,0.0,0.5,334,0.8067632850241546,80,0.1932367149758454,0.06106032906764168,0.03162055335968379,0.6580550446083578,0.019372992916760277,0.0202818803959028,binned monotonically
percentile_5_flag_gt,"(0.5, 1.0]",1.0,7586,0.5454545454545454,1.0,5136,0.6770366464539942,2450,0.3229633535460058,0.9389396709323583,0.9683794466403162,-0.030872771863436475,0.000908887479142522,0.0202818803959028,binned monotonically
percentile_5_flag_gt,Missing,,0,,,0,,0,,0.0,0.0,,,0.0202818803959028,binned monotonically
percentile_5_flag_lt,"(-0.001, 0.417]",0.0,7607,0.0,0.4166666666666667,5155,0.6776653082686999,2452,0.32233469173130014,0.9424131627056673,0.9691699604743083,-0.027996214299502623,0.000749089044299325,0.01746685665403788,binned monotonically
percentile_5_flag_lt,"(0.417, 1.0]",1.0,393,0.42857142857142855,1.0,315,0.8015267175572519,78,0.1984732824427481,0.05758683729433273,0.0308300395256917,0.6248044984415804,0.016717767609738553,0.01746685665403788,binned monotonically
percentile_5_flag_lt,Missing,,0,,,0,,0,,0.0,0.0,,,0.01746685665403788,binned monotonically
percentile_10_flag_gt,"(-0.001, 0.667]",0.0,908,0.0,0.6666666666666666,724,0.7973568281938326,184,0.2026431718061674,0.13235831809872028,0.07272727272727272,0.5987963210822698,0.03570685059071271,0.039670460934951975,binned monotonically
percentile_10_flag_gt,"(0.667, 1.0]",1.0,7092,0.7,1.0,4746,0.6692047377326565,2346,0.33079526226734346,0.8676416819012797,0.9272727272727272,-0.06646890591217285,0.00396361034423926,0.039670460934951975,binned monotonically
percentile_10_flag_gt,Missing,,0,,,0,,0,,0.0,0.0,,,0.039670460934951975,binned monotonically
percentile_10_flag_lt,"(-0.001, 0.3]",0.0,7112,0.0,0.3,4762,0.6695725534308212,2350,0.33042744656917883,0.8705667276051189,0.9288537549407114,-0.06480689378585743,0.0037774011896311143,0.0386579862519923,binned monotonically
percentile_10_flag_lt,"(0.3, 1.0]",1.0,888,0.3333333333333333,1.0,708,0.7972972972972973,180,0.20270270270270271,0.12943327239488117,0.07114624505928854,0.5984279291090483,0.034880585062361184,0.0386579862519923,binned monotonically
percentile_10_flag_lt,Missing,,0,,,0,,0,,0.0,0.0,,,0.0386579862519923,binned monotonically
percentile_25_flag_gt,"(-0.001, 0.417]",0.0,1890,0.0,0.4166666666666667,1518,0.8031746031746032,372,0.19682539682539682,0.27751371115173673,0.14703557312252966,0.6351957899879676,0.08287916396162126,0.13334193365287075,binned monotonically
percentile_25_flag_gt,"(0.417, 0.833]",1.0,502,0.42857142857142855,0.8333333333333334,394,0.7848605577689243,108,0.2151394422310757,0.0720292504570384,0.042687747035573126,0.5231603684792532,0.015350311741709038,0.13334193365287075,binned monotonically
percentile_25_flag_gt,"(0.833, 1.0]",2.0,5608,0.8571428571428571,1.0,3558,0.634450784593438,2050,0.36554921540656204,0.6504570383912248,0.8102766798418972,-0.2197005176011345,0.03511245794954045,0.13334193365287075,binned monotonically
percentile_25_flag_gt,Missing,,0,,,0,,0,,0.0,0.0,,,0.13334193365287075,binned monotonically
percentile_25_flag_lt,"(-0.001, 0.167]",0.0,5694,0.0,0.16666666666666666,3632,0.6378644186863365,2062,0.3621355813136635,0.6639853747714808,0.8150197628458498,-0.20495223855018233,0.030954835933898882,0.12252246508063463,binned monotonically
percentile_25_flag_lt,"(0.167, 0.583]",1.0,448,0.18181818181818182,0.5833333333333334,346,0.7723214285714286,102,0.22767857142857142,0.06325411334552103,0.04031620553359684,0.45040664807899217,0.010331386171513702,0.12252246508063463,binned monotonically
percentile_25_flag_lt,"(0.583, 1.0]",2.0,1858,0.6,1.0,1492,0.8030139935414424,366,0.1969860064585576,0.27276051188299816,0.14466403162055336,0.634180133667879,0.08123624297522206,0.12252246508063463,binned monotonically
percentile_25_flag_lt,Missing,,0,,,0,,0,,0.0,0.0,,,0.12252246508063463,binned monotonically
percentile_50_flag_gt,"(-0.001, 0.417]",0.0,3500,0.0,0.4166666666666667,2772,0.792,728,0.208,0.5067641681901279,0.28774703557312253,0.5659639984186468,0.12395581209810738,0.20453634090557532,binned monotonically
percentile_50_flag_gt,"(0.417, 0.725]",1.0,1071,0.42857142857142855,0.7142857142857143,648,0.6050420168067228,423,0.3949579831932773,0.11846435100548446,0.16719367588932807,-0.3445407963884644,0.016789240402951693,0.20453634090557532,binned monotonically
percentile_50_flag_gt,"(0.725, 0.909]",2.0,1269,0.7272727272727273,0.9090909090909091,760,0.598896769109535,509,0.40110323089046496,0.13893967093235832,0.20118577075098815,-0.37018889696460694,0.023042815032207398,0.20453634090557532,binned monotonically
percentile_50_flag_gt,"(0.909, 1.0]",3.0,2160,0.9166666666666666,1.0,1290,0.5972222222222222,870,0.4027777777777778,0.23583180987202926,0.3438735177865613,-0.3771550279873726,0.04074847337230886,0.20453634090557532,binned monotonically
percentile_50_flag_gt,Missing,,0,,,0,,0,,0.0,0.0,,,0.20453634090557532,binned monotonically
percentile_50_flag_lt,"(-0.001, 0.0909]",0.0,2332,0.0,0.09090909090909091,1391,0.5964837049742711,941,0.403516295025729,0.2542961608775137,0.37193675889328065,-0.3802242613563977,0.04472980948606989,0.21214996676226833,binned monotonically
percentile_50_flag_lt,"(0.0909, 0.273]",1.0,1100,0.1,0.2727272727272727,661,0.6009090909090908,439,0.3990909090909091,0.12084095063985374,0.17351778656126482,-0.36180488691794604,0.019058736663741332,0.21214996676226833,binned monotonically
percentile_50_flag_lt,"(0.273, 0.583]",2.0,1158,0.2857142857142857,0.5833333333333334,703,0.6070811744386874,455,0.39291882556131263,0.12851919561243144,0.17984189723320157,-0.3359998408347464,0.017244419575787942,0.21214996676226833,binned monotonically
percentile_50_flag_lt,"(0.583, 1.0]",3.0,3410,0.6,1.0,2715,0.7961876832844574,695,0.20381231671554254,0.4963436928702011,0.274703557312253,0.5915760731087826,0.13111700103666918,0.21214996676226833,binned monotonically
percentile_50_flag_lt,Missing,,0,,,0,,0,,0.0,0.0,,,0.21214996676226833,binned monotonically
percentile_75_flag_gt,"(-0.001, 0.273]",0.0,5395,0.0,0.2727272727272727,3896,0.7221501390176088,1499,0.2778498609823911,0.7122486288848263,0.5924901185770751,0.18409285296536704,0.022046685829436235,0.06398502483485463,binned monotonically
percentile_75_flag_gt,"(0.273, 0.667]",1.0,1275,0.2857142857142857,0.6666666666666666,779,0.6109803921568627,496,0.38901960784313727,0.14241316270566728,0.19604743083003953,-0.3196241945486401,0.017142809749458282,0.06398502483485463,binned monotonically
percentile_75_flag_gt,"(0.667, 1.0]",2.0,1330,0.7,1.0,795,0.5977443609022557,535,0.40225563909774437,0.1453382084095064,0.21146245059288538,-0.37498394593613554,0.024795529255960114,0.06398502483485463,binned monotonically
percentile_75_flag_gt,Missing,,0,,,0,,0,,0.0,0.0,,,0.06398502483485463,binned monotonically
percentile_75_flag_lt,"(-0.001, 0.333]",0.0,1497,0.0,0.3333333333333333,896,0.5985303941215765,601,0.4014696058784235,0.16380255941499086,0.2375494071146245,-0.37171383525473806,0.027412723596377874,0.06940929806234185,binned monotonically
percentile_75_flag_lt,"(0.333, 0.727]",1.0,1180,0.36363636363636365,0.7272727272727273,717,0.6076271186440678,463,0.3923728813559322,0.13107861060329068,0.18300395256916996,-0.33371052718107475,0.01732803324149116,0.06940929806234185,binned monotonically
percentile_75_flag_lt,"(0.727, 1.0]",2.0,5323,0.75,1.0,3857,0.7245913958294194,1466,0.2754086041705805,0.7051188299817185,0.5794466403162055,0.1962927620671701,0.02466854122447281,0.06940929806234185,binned monotonically
percentile_75_flag_lt,Missing,,0,,,0,,0,,0.0,0.0,,,0.06940929806234185,binned monotonically
percentile_95_flag_gt,"(-0.001, 0.0909]",0.0,7123,0.0,0.09090909090909091,4928,0.6918433244419486,2195,0.3081566755580514,0.9009140767824497,0.8675889328063241,0.037691866009623036,0.0012560868614995234,0.010929017779515198,binned monotonically
percentile_95_flag_gt,"(0.0909, 0.371]",1.0,432,0.1,0.36363636363636365,268,0.6203703703703703,164,0.37962962962962965,0.048994515539305304,0.06482213438735178,-0.27993876100780274,0.004430764010025876,0.010929017779515198,binned monotonically
percentile_95_flag_gt,"(0.371, 1.0]",2.0,445,0.375,1.0,274,0.6157303370786518,171,0.3842696629213483,0.05009140767824497,0.06758893280632411,-0.29959476380905065,0.005242166907989797,0.010929017779515198,binned monotonically
percentile_95_flag_gt,Missing,,0,,,0,,0,,0.0,0.0,,,0.010929017779515198,binned monotonically
percentile_95_flag_lt,"(-0.001, 0.6]",0.0,435,0.0,0.6,268,0.6160919540229886,167,0.3839080459770115,0.048994515539305304,0.06600790513833991,-0.2980661456003592,0.005071115461381487,0.010925407368573026,binned monotonically
percentile_95_flag_lt,"(0.6, 0.9]",1.0,442,0.625,0.9,274,0.6199095022624435,168,0.38009049773755654,0.05009140767824497,0.06640316205533597,-0.2818951867096498,0.0045982050456920154,0.010925407368573026,binned monotonically
percentile_95_flag_lt,"(0.9, 1.0]",2.0,7123,0.9090909090909091,1.0,4928,0.6918433244419486,2195,0.3081566755580514,0.9009140767824497,0.8675889328063241,0.037691866009623036,0.0012560868614995234,0.010925407368573026,binned monotonically
percentile_95_flag_lt,Missing,,0,,,0,,0,,0.0,0.0,,,0.010925407368573026,binned monotonically
percentile_99_flag_gt,"(-0.001, 0.00968]",0.0,7717,0.0,0.0,5297,0.6864066347026047,2420,0.31359336529739534,0.9683729433272394,0.9565217391304348,0.012313768699333622,0.00014593298728802413,0.003917556027735883,binned forcefully
percentile_99_flag_gt,"(0.00968, 1.0]",1.0,283,0.08333333333333333,1.0,173,0.6113074204946997,110,0.38869257950530034,0.031627056672760515,0.043478260869565216,-0.31824808498909807,0.0037716230404478586,0.003917556027735883,binned forcefully
percentile_99_flag_gt,Missing,,0,,,0,,0,,0.0,0.0,,,0.003917556027735883,binned forcefully
percentile_99_flag_lt,"(-0.001, 0.99]",0.0,283,0.0,0.9166666666666666,173,0.6113074204946997,110,0.38869257950530034,0.031627056672760515,0.043478260869565216,-0.31824808498909807,0.0037716230404478586,0.003917556027735883,binned forcefully
percentile_99_flag_lt,"(0.99, 1.0]",1.0,7717,1.0,1.0,5297,0.6864066347026047,2420,0.31359336529739534,0.9683729433272394,0.9565217391304348,0.012313768699333622,0.00014593298728802413,0.003917556027735883,binned forcefully
percentile_99_flag_lt,Missing,,0,,,0,,0,,0.0,0.0,,,0.003917556027735883,binned forcefully
trend_slope,"(-8396.001, -2.153]",0.0,3548,-8396.000000000018,-2.1785714285714444,2390,0.673618940248027,1158,0.32638105975197296,0.4369287020109689,0.45770750988142295,-0.04646032690184525,0.0009653902062919302,0.001746689049178843,binned forcefully
trend_slope,"(-2.153, 5387.5]",1.0,4452,-2.149350649350656,5387.500000000019,3080,0.6918238993710693,1372,0.3081761006289308,0.5630712979890311,0.542292490118577,0.03760075398732873,0.0007812988428869129,0.001746689049178843,binned forcefully
trend_slope,Missing,,0,,,0,,0,,0.0,0.0,,,0.001746689049178843,binned forcefully
mean_a1_dwt,"(1.999, 658.722]",0.0,2667,2.0000000000000004,658.5000000000001,2136,0.8008998875140607,531,0.19910011248593926,0.3904936014625229,0.2098814229249012,0.6208688651436857,0.11213647831978192,0.1669014672330122,binned monotonically
mean_a1_dwt,"(658.722, 1892.444]",1.0,2666,659.1666666666666,1892.3333333333337,1733,0.6500375093773443,933,0.34996249062265566,0.316819012797075,0.36877470355731223,-0.15185522482619862,0.00788974310139628,0.1669014672330122,binned monotonically
mean_a1_dwt,"(1892.444, 24489.5]",2.0,2667,1892.5000000000002,24489.500000000004,1601,0.600299962504687,1066,0.3997000374953131,0.2926873857404022,0.42134387351778657,-0.3643442054235361,0.04687524581183399,0.1669014672330122,binned monotonically
mean_a1_dwt,Missing,,0,,,0,,0,,0.0,0.0,,,0.1669014672330122,binned monotonically
median_a1_dwt,"(1.999, 650.667]",0.0,2667,2.0000000000000004,650.5000000000001,2134,0.8001499812523435,533,0.19985001874765654,0.390127970749543,0.21067193675889329,0.6161726940013932,0.1105759079188242,0.16428812316991473,binned monotonically
median_a1_dwt,"(650.667, 1880.5]",1.0,2666,651.0000000000001,1879.5000000000005,1732,0.649662415603901,934,0.350337584396099,0.316636197440585,0.3691699604743083,-0.15350366280092306,0.008064125046392251,0.16428812316991473,binned monotonically
