Acct id,min,max,mean,std,median,min_l3,max_l3,mean_l3,std_l3,median_l3,min_l6,max_l6,mean_l6,std_l6,median_l6,percentile_1_flag_gt,percentile_1_flag_lt,percentile_5_flag_gt,percentile_5_flag_lt,percentile_10_flag_gt,percentile_10_flag_lt,percentile_25_flag_gt,percentile_25_flag_lt,percentile_50_flag_gt,percentile_50_flag_lt,percentile_75_flag_gt,percentile_75_flag_lt,percentile_95_flag_gt,percentile_95_flag_lt,percentile_99_flag_gt,percentile_99_flag_lt,trend_slope,mean_a1_dwt,median_a1_dwt,std_a1_dwt,max_a1_dwt,mean_a2_dwt,median_a2_dwt,std_a2_dwt,max_a2_dwt,acct_id,r2,Christmas_Day,Columbus_Day,Independence_Day,Independence_Day_observed,Labor_Day,Martin_Luther_King_Jr_Day,Memorial_Day,New_Years_Day,Thanksgiving,Veterans_Day,Washingtons_Birthday,ENT,SMB,activate,convert,score_convert_lr,prediction_category
SA51535,19,74,43.36363636363637,15.901400738757118,41.0,40,45,42.0,2.6457513110645907,41.0,27,53,41.5,8.47938677028003,42.0,1.0,0.0,1.0,0.0,0.7272727272727273,0.18181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.940559440559444,82.66666666666669,81.50000000000001,8.816020770292129,94.00000000000001,5.421151989096866,8.131727983645298,17.05220741657155,28.99137802864845,SA51535,0.0676457898899836,0.0,-0.25,0.0,0.0,-10.249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.11634266317310052,0
SA58635,10,29,18.333333333333332,7.966596931354482,16.0,12,27,19.0,7.54983443527075,18.0,10,29,18.333333333333332,7.966596931354482,16.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.567857142857139,33.50000000000001,33.50000000000001,2.0,35.50000000000001,-1.8856180831641265,-2.82842712474619,7.535103036971544,7.778174593052023,SA58635,0.13340336134453779,3.3306690738754696e-16,0.0,0.0,5.514912578910164e-49,-1.18311785009003e-47,0.0,0.0,0.0,-3.4999999999999982,2.999999999999998,0.0,1,0,0,0,0.33636875141840983,1
SA13970,36,80,52.333333333333336,18.726095873584185,48.5,36,65,53.666666666666664,15.50268793897798,60.0,36,80,52.333333333333336,18.726095873584185,48.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,21.346428571428618,107.75000000000001,107.75000000000001,1.25,109.00000000000001,-11.313708498984761,-20.506096654409877,20.404247923737188,16.97056274847714,SA13970,0.26501901140684414,-3.552713678800501e-15,-3.552713678800501e-15,-12.333333333333321,0.0,0.0,0.0,-23.33333333333333,0.0,0.0,0.0,0.0,0,1,0,1,0.11634215179704951,0
SA14819,436,1214,723.5,278.2440067148388,650.5,444,1053,841.0,344.0770262601094,1026.0,444,1214,823.0,320.9224205318164,869.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.9166666666666666,0.0,1.0,0.0,1.0,80.8736263736264,1447.0000000000002,1505.5000000000005,332.6507177205545,1822.0000000000002,-20.977501175200928,16.970562748477136,164.60035776928854,193.04015126392744,SA14819,0.1868621692615342,0.0,0.0,0.0,0.0,-309.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0.54637175841235,2
SA57668,847,4386,2425.181818181818,994.2590022908335,2458.0,1633,2466,2036.0,417.15584617742087,2009.0,1633,4386,2715.8333333333335,998.3817740056489,2462.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9090909090909091,0.09090909090909091,0.2727272727272727,0.7272727272727273,0.0,1.0,194.1741258741241,4870.833333333334,4328.0,863.436383811158,6089.500000000001,-282.2534568236303,-552.9575028878803,756.1036543431801,1363.3018741276637,SA57668,0.6420450305380861,1736.4000000000008,3.396394276933279e-12,-2.2737367544323206e-13,0.0,-7.105427357601002e-15,535.0999999999993,0.0,851.4000000000008,429.5999999999992,845.6000000000004,0.0,0,1,1,0,0.2958155944663479,1
SA73625,202,1431,727.0,274.9780156501772,679.5,679,779,722.0,51.44900387762624,708.0,646,779,692.5,47.103078455659336,679.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.0,1.0,0.0,1.0,-115.86813186813133,1454.0,1423.0,87.30406634286861,1573.0000000000002,124.9221980096234,-3.8890872965260144,343.3095461015387,869.034234078267,SA73625,0.011819049657225356,0.0,0.0,0.0,0.0,-76.80000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0.5867931830481686,2
SA50335,1587,3993,2854.125,1046.3889521997612,3277.5,1692,3993,3183.3333333333335,1293.1172929527056,3865.0,1587,3993,2948.6666666666665,1065.5655149575116,3277.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.625,0.375,0.0,1.0,936.9583333333345,5708.25,5708.25,815.7500000000005,6524.000000000001,223.62251955024578,344.71455582844203,1133.2192390486496,1536.543035518368,SA50335,0.0019898263431350482,0.0,0.0,0.0,0.0,-100.83333333333327,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.29778935254528094,1
SA37624,50,105,78.16666666666667,19.549083524980567,78.5,50,72,62.666666666666664,11.372481406154654,66.0,50,105,78.16666666666667,19.549083524980567,78.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-27.20000000000007,166.25000000000003,166.25000000000003,0.75,167.00000000000003,12.963624321753372,9.89949493661166,8.647414514048563,24.748737341529164,SA37624,0.7011027350320851,-19.142857142857142,-4.440892098500626e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,-3.142857142857144,23.28571428571429,0.0,0.0,0,1,0,0,0.11634231607303783,0
SA24282,115,395,251.25,88.96283698059747,246.0,197,395,290.3333333333333,99.48534230394613,279.0,120,395,254.5,92.25128725389148,266.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.3314185814186439,502.50000000000006,492.0000000000001,57.02777101260985,577.0,37.83021279348029,65.76093065034891,74.64666770861243,126.57211383239203,SA24282,0.37547752989138505,0.0,97.16666666666669,0.0,0.0,0.0,0.0,0.0,0.0,29.666666666666707,130.66666666666669,0.0,0,1,0,0,0.12821682774137774,0
SA14820,648,824,736.0,124.45079348883236,736.0,648,824,736.0,124.45079348883236,736.0,648,824,736.0,124.45079348883236,736.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,108.57142857142844,1472.0,1472.0,0.0,1472.0,124.4507934888324,124.4507934888324,0.0,124.4507934888324,SA14820,1.0,0.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.27584845893045085,1
SA29673,19,71,43.083333333333336,20.02479523596744,43.0,19,56,32.666666666666664,20.305992547357377,23.0,19,62,36.0,18.504053609952603,28.0,1.0,0.0,1.0,0.0,0.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-11.896353646353651,86.16666666666667,80.00000000000001,19.87600451689312,113.00000000000001,3.889087296526009,10.606601717798213,21.782064487401865,26.870057685088806,SA29673,0.3239014674090527,0.0,12.928571428571416,5.329070518200751e-15,-1.7763568394002505e-15,27.428571428571427,0.0,0.0,0.0,0.0,21.42857142857141,0.0,1,0,0,1,0.336367649770447,1
SA78874,208,1578,835.0,437.2593215538284,908.0,208,1578,952.3333333333334,692.6661052291597,1071.0,208,1578,871.0,502.6843940286987,997.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.625,0.375,0.125,0.875,0.0,1.0,0.0,1.0,24.357142857142932,1670.0000000000002,1670.0000000000002,54.0,1724.0000000000002,-332.6937405482707,-344.714555828442,419.3234133696806,209.30360723121805,SA78874,0.04857012634772151,-86.20000000000002,0.0,7.549516567451064e-15,0.0,0.0,153.2,0.0,-20.199999999999996,0.0,0.0,0.0,1,0,1,1,0.5525428408921407,2
SA72738,263,956,741.4,244.24222949086152,804.5,736,948,806.6666666666666,122.39825706820066,736.0,361,956,768.3333333333334,222.02041948133208,804.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.2,0.0,1.0,0.0,1.0,0.0,1.0,90.87878787878763,1399.8333333333333,1402.0000000000002,139.0169853730912,1569.0000000000002,134.91597385039327,0.0,197.2137926211045,420.72853480599576,SA72738,0.3959950880495262,370.2307692307693,2.842170943040401e-14,-2.842170943040401e-14,0.0,0.0,177.84615384615392,0.0,-190.76923076923055,57.84615384615404,0.0,0.0,1,0,1,1,0.5705537900366171,2
SA53505,132,492,302.5833333333333,118.57598893332136,312.5,139,362,261.6666666666667,113.16507117186529,284.0,139,492,323.1666666666667,118.98641379025871,323.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-6.023226773226675,605.1666666666669,583.5000000000001,45.9063055460673,669.0000000000001,88.74190103891173,109.60155108391488,90.22079398157982,198.69700551341987,SA53505,0.2900140359006551,0.0,-3.552713678800501e-14,48.91666666666667,48.91666666666669,-160.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.12821623616480549,0
SA68077,1205,3296,1888.4545454545455,648.1324499878654,1796.0,1436,2349,1994.0,489.1819702319373,2197.0,1264,3296,2077.6666666666665,730.698478626216,2060.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.09090909090909091,0.9090909090909091,0.0,1.0,65.25314685314625,3733.8333333333335,3806.0000000000005,135.13347311290275,3851.0000000000005,-494.8568957003856,-458.5587475994761,481.70399221006176,107.48023074035518,SA68077,0.2886434695519029,407.7692307692309,3.240074875066057e-12,0.0,7.105427357601002e-15,0.0,0.0,0.0,-505.2307692307692,-546.8461538461537,-617.3461538461538,0.0,1,0,1,1,0.620218743623051,2
SA76574,0,34,16.5,10.14889156509222,17.5,9,34,20.333333333333332,12.662279942148386,18.0,0,34,14.0,11.40175425099138,11.5,0.8333333333333334,0.16666666666666666,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.9166666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-6.890609390609405,33.00000000000001,30.500000000000007,8.553751613570894,44.50000000000001,-6.835365551469959,-7.0710678118654755,5.317685377847939,0.0,SA76574,0.031283710895361305,0.0,0.0,1.6653345369377348e-16,2.465190328815662e-32,4.1053665947016125e-48,5.777777777777778,0.0,0.0,0.0,0.0,-1.2222222222222237,1,0,0,0,0.3363683098969224,1
SA27813,15,30,23.714285714285715,5.154748157905347,24.0,20,29,24.333333333333332,4.509249752822894,24.0,15,30,23.833333333333332,5.636192568273964,24.5,1.0,0.0,0.8571428571428571,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.39285714285715256,47.25,47.25,0.7499999999999964,48.0,-1.2374368670764575,-2.121320343559642,5.229125165837973,6.363961030678929,SA27813,0.4856630824372761,-1.9999999999999964,-4.440892098500626e-16,-1.1102230246251565e-16,0.0,0.0,-5.999999999999996,0.0,-6.999999999999997,0.0,0.0,0.0,1,0,0,0,0.33636901400979835,1
SA47325,118,319,215.7,58.04796866959831,221.0,118,275,199.33333333333334,78.65324744302255,205.0,118,275,215.16666666666666,52.7879405420089,229.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-34.50000000000003,443.00000000000006,433.00000000000006,35.41421560145963,490.50000000000006,53.88153672641492,49.49747468305833,35.66903418933572,96.873629022557,SA47325,0.20254335374479393,7.105427357601002e-15,39.24999999999996,9.992007221626409e-16,0.0,0.0,0.0,0.0,0.0,-35.75000000000001,18.749999999999993,0.0,0,1,0,0,0.12921133917050376,0
SA42437,310,3838,1646.5,1094.86776761919,1482.0,1310,2473,1812.3333333333333,597.448184643098,1654.0,1077,3838,2006.6666666666667,1014.5733421821542,1671.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.875,0.125,0.625,0.375,0.125,0.875,0.0,1.0,1093.9880952380954,3293.0000000000005,3293.0000000000005,36.0,3329.0000000000005,-597.1516767120395,-615.1828996322964,715.81029260552,362.03867196751236,SA42437,0.20902058534382498,0.0,0.0,0.0,0.0,1081.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.2769369179188651,1
SA46955,265,1028,635.8333333333334,255.44856565847005,615.0,580,1016,763.3333333333334,226.11796331413686,694.0,265,1016,566.1666666666666,265.90631182178936,515.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,-131.50599400599455,1271.6666666666667,1277.5,183.14581318962462,1493.0000000000002,-14.849242404917485,61.51828996322965,300.1666203960727,357.7960312803931,SA46955,0.4190456774718454,0.0,-86.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,175.33333333333326,-351.66666666666674,0.0,1,0,1,0,0.5339328584342568,1
SA40100,250,1395,862.7777777777778,415.0728182433107,879.0,296,1177,784.0,448.11717217709923,879.0,296,1395,991.1666666666666,413.13068957252096,1028.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,40.73787878787912,1709.1666666666667,1833.5,274.5133067003412,1965.5000000000002,-95.45941546018393,-24.041630560342696,271.66928424096824,195.1614716074871,SA40100,0.05092989826868177,0.0,0.0,0.0,0.0,212.42857142857153,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0.5766241504616458,2
SA67937,423,637,522.6666666666666,107.75125675987883,508.0,423,637,522.6666666666666,107.75125675987883,508.0,423,637,522.6666666666666,107.75125675987883,508.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,728.5000000000022,995.5000000000001,995.5000000000001,0.0,995.5000000000001,-45.60838738653234,-45.60838738653234,105.71246378738886,60.10407640085651,SA67937,0.013895667652378485,3.552713678800501e-15,0.0,10.999999999999988,10.999999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.15057709716336806,1
SA56088,465,1458,903.5833333333334,332.94893365836515,785.5,538,1096,806.0,279.6497809761345,784.0,465,1458,854.6666666666666,369.8495189488107,785.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.25,0.75,0.0,1.0,0.0,1.0,-164.12912087912102,1807.1666666666667,1938.0000000000005,226.90245089514175,1995.5,-79.5495128834866,-198.3434521228266,289.3923950855194,476.58997051973313,SA56088,0.15274041798666937,0.0,-1.2434497875801753e-14,110.24999999999994,110.24999999999997,0.0,0.0,-211.00000000000023,0.0,0.0,0.0,0.0,0,1,1,0,0.26491731485011977,1
SA33332,465,4665,1943.2857142857142,1641.5985821027944,1759.0,484,4665,2302.6666666666665,2142.864982525342,1759.0,484,4665,2189.6666666666665,1650.4257228565805,1881.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.0,1.0,-905.1309523809582,3517.000000000001,3517.000000000001,169.50000000000023,3686.500000000001,657.2557531128961,933.7345045568361,1851.648893554067,2969.8484809835,SA33332,0.12937225576970302,-2.7000623958883807e-13,0.0,0.0,0.0,0.0,-409.1666666666674,0.0,0.0,0.0,0.0,-1314.1666666666674,0,1,1,1,0.26010310211402954,1
SA13295,545,2765,1327.3333333333333,636.005908110542,1341.0,712,1815,1440.3333333333333,630.8425582768915,1794.0,712,1815,1376.5,432.90772688876785,1445.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9166666666666666,0.08333333333333333,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.9166666666666666,0.0,1.0,-287.81268731268676,2654.666666666667,2862.0000000000005,335.06350973443153,2920.0,405.8792924010784,488.25723240931114,630.3553230784471,1380.272436876141,SA13295,0.31399596033026944,0.0,-1.1368683772161603e-13,120.12499999999997,120.12500000000003,0.0,0.0,-836.75,0.0,0.0,0.0,0.0,0,1,1,0,0.2801665285590424,1
SA73137,334,1825,977.1666666666666,457.35520974269866,957.0,574,1122,830.0,275.7680184502909,794.0,574,1825,1074.8333333333333,457.39454157944067,958.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.75,0.25,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,127.78271728271693,1954.333333333334,2105.5000000000005,251.44924382909213,2157.5000000000005,107.48023074035522,250.6693539306311,492.69006484807466,729.0270914033306,SA73137,0.11520175698473155,0.0,0.0,0.0,0.0,0.0,0.0,398.79999999999995,0.0,0.0,0.0,0.0,0,1,1,0,0.2587009105940343,1
SA70180,7,55,29.333333333333332,15.847760572128644,25.5,20,40,27.0,11.269427669584644,21.0,8,55,27.333333333333332,17.013719953809826,20.5,1.0,0.0,0.8333333333333334,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-4.711288711288712,58.66666666666668,66.50000000000001,12.154103102336355,68.0,8.249579113843057,8.131727983645298,11.012619024454528,28.99137802864845,SA70180,0.23568211068211042,0.0,0.0,3.552713678800501e-15,0.0,-6.842277657836021e-47,21.77777777777778,0.0,0.0,0.0,0.0,13.777777777777775,0,1,0,0,0.11634232017192847,0
SA13163,1527,5816,2733.4,1297.372404344857,2311.5,1527,3246,2251.6666666666665,890.66286176832,1982.0,1527,5816,3188.5,1520.0173354274616,3036.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4,0.6,0.1,0.9,558.5303030303023,5322.500000000001,4687.0,1334.327983168557,7179.000000000002,541.9266371013701,481.539717988039,1118.3856758739357,2114.2492757477776,SA13163,0.41690548558741136,2009.5999999999997,0.0,0.0,-1.1368683772161603e-13,0.0,38.89999999999992,0.0,-72.39999999999901,-47.100000000000136,0.0,0.0,1,0,1,1,0.6201821561660911,2
SA53366,146,809,468.5833333333333,185.88141788557434,474.5,478,809,653.3333333333334,166.37407650632755,673.0,292,809,525.8333333333334,208.91090605008318,542.5,1.0,0.0,1.0,0.0,1.0,0.0,0.9166666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,-20.479270729271057,937.1666666666666,806.5,247.34097023250231,1283.5000000000002,35.237487929129635,93.6916485072176,126.46041321738244,134.35028842544403,SA53366,0.6939003438005489,-129.69230769230774,-4.263256414560601e-14,5.684341886080802e-14,0.0,0.0,109.96153846153825,0.0,-174.69230769230808,-1.5384615384618385,-387.5384615384615,0.0,0,1,0,0,0.14916317295463946,1
SA72249,990,5020,2928.090909090909,1249.1675992072044,2541.0,2199,4679,3108.3333333333335,1365.8774957269534,2447.0,990,4679,2720.3333333333335,1246.2028192339587,2494.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9090909090909091,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.9090909090909091,-497.20699300699044,5726.166666666667,5736.500000000001,285.4590844392392,6070.5,411.41829552037296,647.3562581762844,1232.9395373568718,1789.6872631831518,SA72249,0.0008908122072474045,0.0,0.0,0.0,0.0,92.16666666666609,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0.6178285766909637,2
SA9503,955,3294,1857.0,879.601208340624,1458.5,955,1655,1290.6666666666667,350.8793714844652,1262.0,955,3294,1883.5,977.4887723140354,1458.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.875,0.125,0.25,0.75,0.0,1.0,103.03571428571422,3714.0,3714.0,131.0,3845.0,838.9821958778386,989.9494936611666,713.8531886879823,1653.9227611953347,SA9503,0.11853443054952417,16.400000000000226,0.0,0.0,0.0,0.0,-392.4000000000002,0.0,400.3999999999999,0.0,0.0,0.0,0,1,1,0,0.29505629349768075,1
SA40473,418,1096,686.25,213.63102369673348,631.5,619,1096,798.6666666666666,259.3575395729481,681.0,418,1096,726.0,237.2955962507522,662.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.625,0.375,0.0,1.0,0.0,1.0,0.0,1.0,-118.61904761904808,1372.5,1372.5,147.5000000000001,1520.0000000000002,15.909902576697334,8.838834764831859,223.94893391128255,339.4112549695428,SA40473,0.2011894793680108,0.0,0.0,0.0,0.0,-206.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.24042255482885236,1
SA69108,545,1394,811.3333333333334,265.32432983049256,812.0,545,986,709.6666666666666,240.7744449341195,598.0,545,1394,869.0,306.9462493662367,845.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,1.0,149.40476190476218,1539.5,1483.5,95.92010564353392,1674.5000000000005,125.58216433873088,70.0035713374682,170.5265961661113,411.5361466505707,SA69108,0.6310863152312362,0.0,312.16666666666674,0.0,0.0,462.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0.5707875880929145,2
SA72731,552,1263,836.5714285714286,301.98391631722,716.0,552,716,615.6666666666666,87.93368713600796,579.0,552,1263,769.1666666666666,266.96173258852417,677.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,1.0,-256.69047619047655,1774.2500000000002,1774.2500000000002,230.25000000000023,2004.5000000000005,-141.59813293260615,-88.0347942577252,219.4033813549828,96.87362902255705,SA72731,0.3487478765029832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.83333333333337,0,1,1,0,0.25437284140202215,1
SA65430,273,1450,891.25,373.97669470411944,885.5,620,1450,997.0,420.18686319303225,921.0,620,1450,889.8333333333334,293.4296622133943,814.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,-180.65409590409624,1782.5000000000002,1781.0000000000005,112.06917506611708,1920.5000000000002,-80.96372644585972,-71.41778489984131,429.3909931519291,618.0113267570425,SA65430,0.03833354882881046,0.0,-2.842170943040401e-14,20.555555555555557,0.0,-185.44444444444437,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0.583309144740244,2
SA77003,255,882,581.8181818181819,207.08926489889242,652.0,311,783,471.3333333333333,269.94876057010026,320.0,311,783,541.1666666666666,198.47157647045248,553.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5454545454545454,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,-0.8181818181821571,1179.3333333333333,1232.5000000000002,95.67334471465328,1260.5,-132.4646703422799,-201.87898602875933,180.1631976230933,144.95689014324228,SA77003,0.20850132642113317,0.0,18.3333333333334,-1.1368683772161603e-13,0.0,0.0,0.0,-4.3790577010150533e-47,-1.602762755915712e-47,-307.66666666666663,-67.1666666666666,0.0,0,1,1,1,0.23332236671776171,1
SA42491,27,87,59.083333333333336,17.96693090265018,56.0,45,71,57.0,13.114877048604,55.0,45,87,69.33333333333333,16.16993094192634,74.0,1.0,0.0,1.0,0.0,0.9166666666666666,0.08333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.600649350649363,118.16666666666667,116.50000000000003,5.835713800003862,126.0,8.367430244040813,7.0710678118654755,3.9246372797722064,15.55634918610405,SA42491,0.3745746403510832,0.0,-12.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,6.833333333333337,22.833333333333336,0.0,0,1,0,0,0.11634224677048229,0
SA59432,441,1554,889.8181818181819,310.33427725013496,899.0,441,1554,847.6666666666666,614.0377295682516,548.0,441,1554,899.3333333333334,419.53625190997104,859.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8181818181818182,0.18181818181818182,0.09090909090909091,0.9090909090909091,0.0,1.0,0.0,1.0,-100.48741258741263,1803.0000000000007,1797.0000000000005,16.477257053283978,1825.5000000000002,101.82337649086287,152.7350647362943,209.19727531686448,370.5239533417508,SA59432,0.5531107552429202,175.75000000000009,1.4210854715202004e-13,-2.2737367544323206e-13,0.0,0.0,85.12500000000016,0.0,-13.249999999999943,0.0,0.0,780.125,0,1,0,0,0.18526445609281644,1
SA16812,642,1483,1087.3333333333333,274.9956473484736,1121.0,642,1436,998.3333333333334,403.20011574072413,917.0,642,1483,1129.6666666666667,354.5586928375423,1159.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4166666666666667,0.5833333333333334,0.0,1.0,0.0,1.0,62.247752247752324,2174.6666666666665,2162.0,191.27002436927302,2415.0000000000005,-190.68312865997234,-128.69343417595172,204.81075275591473,20.506096654409816,SA16812,0.0067400079982498085,0.0,0.0,0.0,0.0,0.0,0.0,-58.00000000000002,0.0,0.0,0.0,0.0,1,0,1,1,0.6053132034385594,2
SA24127,118,486,246.0909090909091,116.54480215389664,218.0,118,218,166.0,50.11985634456667,162.0,118,336,206.66666666666666,87.86049548384455,190.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7272727272727273,0.2727272727272727,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,33.11048951048952,472.16666666666674,524.5000000000001,115.49915824609096,580.0000000000001,8.367430244040813,29.34493141924174,128.48632655310493,148.49242404917499,SA24127,0.2159396049517568,-114.00000000000003,74.00000000000013,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0,-1.0,61.500000000000014,0.0,0,1,0,0,0.12665164145276409,0
SA9249,797,4488,2265.3636363636365,1119.7905404786443,1844.0,1844,3673,2809.0,918.6735002164806,2910.0,797,3673,2315.3333333333335,1068.1830679554262,2377.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9090909090909091,0.09090909090909091,0.36363636363636365,0.6363636363636364,0.0,1.0,-684.0335664335645,4499.166666666667,4831.0,785.6072315236296,5251.5,-486.371614326147,-550.4826291537272,936.2392337313032,591.8483758531403,SA9249,0.15572567850056396,0.0,1.7053025658242404e-13,395.0714285714288,0.0,0.0,0.0,-934.428571428571,0.0,0.0,0.0,0.0,1,0,1,1,0.6178694277993337,2
SA37371,58,233,147.5,54.35991169970754,144.5,61,172,117.0,55.50675634551167,118.0,58,195,121.66666666666667,55.995237892758944,122.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-17.77322677322682,295.00000000000006,273.0,58.84017901626975,375.5000000000001,16.02775370689508,16.263455967290597,38.241919988991725,74.2462120245875,SA37371,0.1559349843613802,0.0,-24.666666666666657,0.0,0.0,0.0,0.0,0.0,0.0,-50.16666666666667,-40.16666666666666,0.0,1,0,0,0,0.35135516613900303,1
